# WaniKani - Vocabulary
# Generated on August 13, 2016 15:54 PM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
v_無事;vocabulary;無事;safe and sound, safe;;;;;ぶじ;17
v_無料;vocabulary;無料;free, without charge;;;;;むりょう;17
v_紀元前;vocabulary;紀元前;before christ, bc, bce, before common era;;;;;きげんぜん;17
v_細い;vocabulary;細い;thin, slender;;;;;ほそい;17
v_薬用;vocabulary;薬用;medicinal;;;;;やくよう;17
v_虚栄心;vocabulary;虚栄心;vanity;;;;;きょえいしん;17
v_貴い;vocabulary;貴い;valuable, sacred;;;;;とうとい;34
v_純粋;vocabulary;純粋;pure, genuine;;;;;じゅんすい;34
v_封建主義;vocabulary;封建主義;feudalism;;;;;ほうけんしゅぎ;43
v_零す;vocabulary;零す;to spill, to drop, to shed tears;;;;;こぼす;46
v_電灯;vocabulary;電灯;electric light, lamp;;;;;でんとう;48
v_自覚;vocabulary;自覚;consciousness, awareness, realization;;;;;じかく;17
v_図説;vocabulary;図説;illustration, explanatory diagram;;;;;ずせつ;17
v_朝ご飯;vocabulary;朝ご飯;breakfast;;;;;あさごはん;17
v_鼻血;vocabulary;鼻血;nosebleed, bloody nose;;;;;はなぢ, はなじ;17
v_仏僧;vocabulary;仏僧;buddhist priest;;;;;ぶっそう;18
v_取決め;vocabulary;取決め;arrangement, agreement;;;;;とりきめ;18
v_柔和;vocabulary;柔和;gentleness;;;;;にゅうわ;43
v_今年;vocabulary;今年;this year;;;;;ことし, こんねん;6
v_可愛い;vocabulary;可愛い;cute;;;;;かわいい;18
v_許可;vocabulary;許可;permission;;;;;きょか;18
v_告白;vocabulary;告白;confession;;;;;こくはく;18
v_告げる;vocabulary;告げる;to announce, to tell;;;;;つげる;18
v_喫茶店;vocabulary;喫茶店;tea house, cafe, coffee house, coffee shop;;;;;きっさてん;18
v_お守り;vocabulary;お守り;charm, amulet;;;;;おまもり;18
v_留守番;vocabulary;留守番;caretaker, housesitting, looking after one's house;;;;;るすばん;18
v_座禅;vocabulary;座禅;zen meditation;;;;;ざぜん;18
v_銀座;vocabulary;銀座;ginza;;;;;ぎんざ;18
v_駅弁;vocabulary;駅弁;train station bento, station bento;;;;;えきべん;18
v_金曜日;vocabulary;金曜日;friday;;;;;きんようび;18
v_月曜日;vocabulary;月曜日;monday;;;;;げつようび;18
v_火曜日;vocabulary;火曜日;tuesday;;;;;かようび;18
v_書く;vocabulary;書く;to write;;;;;かく;16
v_下書き;vocabulary;下書き;rough draft;;;;;したがき;18
v_書き直す;vocabulary;書き直す;to rewrite;;;;;かきなおす;18
v_洗う;vocabulary;洗う;to wash;;;;;あらう;18
v_洗練;vocabulary;洗練;refinement, polish;;;;;せんれん;18
v_焼ける;vocabulary;焼ける;to be cooked, to burn;;;;;やける;20
v_煙;vocabulary;煙;smoke;;;;;けむり;18
v_祈る;vocabulary;祈る;to pray;;;;;いのる;18
v_武士;vocabulary;武士;samurai;;;;;ぶし;24
v_禁煙;vocabulary;禁煙;no smoking;;;;;きんえん;18
v_貴族;vocabulary;貴族;the nobility, a noble;;;;;きぞく;34
v_うなぎ丼;vocabulary;うなぎ丼;eel bowl, eel rice bowl;;;;;うなぎどん;34
v_奴隷;vocabulary;奴隷;slave;;;;;どれい;34
v_見逃す;vocabulary;見逃す;to overlook;;;;;みのがす;44
v_封筒;vocabulary;封筒;envelope;;;;;ふうとう;43
v_碁;vocabulary;碁;go, go boardgame;;;;;ご;46
v_悔しい;vocabulary;悔しい;regrettable, vexing, annoying;;;;;くやしい;48
v_渡す;vocabulary;渡す;to hand over;;;;;わたす;25
v_助ける;vocabulary;助ける;to help, to save, to rescue;;;;;たすける;8
v_禁止;vocabulary;禁止;forbidden, prohibition, ban;;;;;きんし;18
v_笛;vocabulary;笛;flute, whistle;;;;;ふえ;19
v_等しい;vocabulary;等しい;equal, similar, equivalent;;;;;ひとしい;18
v_一等;vocabulary;一等;first class, first rank, the best;;;;;いっとう;18
v_手荷物;vocabulary;手荷物;hand baggage, hand luggage, cabin baggage, carry on;;;;;てにもつ;18
v_試す;vocabulary;試す;to attempt, to try out, to test, to test the limits, to try;;;;;ためす;18
v_友達;vocabulary;友達;friend, companion;;;;;ともだち;18
v_敵;vocabulary;敵;enemy;;;;;てき, かたき;21
v_伝達;vocabulary;伝達;transmission, transmit, convey;;;;;でんたつ;18
v_人類;vocabulary;人類;mankind, race of people, humanity, humankind;;;;;じんるい;18
v_平静;vocabulary;平静;calm, serene, tranquil;;;;;へいせい;18
v_書類;vocabulary;書類;document;;;;;しょるい;18
v_種類;vocabulary;種類;kind, type;;;;;しゅるい;18
v_実験;vocabulary;実験;experiment;;;;;じっけん;18
v_乱れる;vocabulary;乱れる;to be in disorder, to be disordered;;;;;みだれる;19
v_評論;vocabulary;評論;critique, criticism;;;;;ひょうろん;21
v_乱交;vocabulary;乱交;orgy, promiscuity;;;;;らんこう;19
v_参加;vocabulary;参加;participation;;;;;さんか;19
v_宇宙;vocabulary;宇宙;outer space, space, universe;;;;;うちゅう;19
v_警官;vocabulary;警官;police officer, policeman, cop;;;;;けいかん;19
v_履歴書;vocabulary;履歴書;personal history, resume, resumé, curriculum vitae, cv;;;;;りれきしょ;19
v_履く;vocabulary;履く;to put on shoes, to put on pants, to put on boots;;;;;はく;19
v_忙しい;vocabulary;忙しい;busy;;;;;いそがしい;19
v_若布;vocabulary;若布;wakame, wakame seaweed;;;;;わかめ;19
v_布団;vocabulary;布団;futon, bedding, sleeping mat;;;;;ふとん;19
v_生徒;vocabulary;生徒;follower, pupil, student;;;;;せいと;19
v_説得;vocabulary;説得;persuasion;;;;;せっとく;19
v_信徒;vocabulary;信徒;believer, follower;;;;;しんと;19
v_得る;vocabulary;得る;to acquire, to gain, to obtain;;;;;える;19
v_得意;vocabulary;得意;good at, skilled at, strong point, specialty, forte;;;;;とくい;19
v_恋人;vocabulary;恋人;lover;;;;;こいびと;19
v_吐く;vocabulary;吐く;to puke, to throw up, to barf;;;;;はく;34
v_損害;vocabulary;損害;damage, injury;;;;;そんがい;34
v_駐在;vocabulary;駐在;residence, stay;;;;;ちゅうざい;40
v_岳;vocabulary;岳;peak, mountain;;;;;たけ;43
v_碁盤;vocabulary;碁盤;go board;;;;;ごばん;46
v_遂げる;vocabulary;遂げる;to accomplish, to achieve, to carry out;;;;;とげる;50
v_故;vocabulary;故;circumstances, reason;;;;;ゆえ;26
v_地中海;vocabulary;地中海;mediterranean sea;;;;;ちちゅうかい;8
v_大失敗;vocabulary;大失敗;total failure, huge mistake, big mistake, debacle, massive failure, epic fail;;;;;だいしっぱい;19
v_昆布;vocabulary;昆布;konbu, kombu, konbu seaweed, kombu seaweed;;;;;こんぶ;19
v_顧問;vocabulary;顧問;advisor;;;;;こもん;40
v_慰謝;vocabulary;慰謝;consolation;;;;;いしゃ;43
v_首班;vocabulary;首班;head, leader;;;;;しゅはん;48
v_縦横;vocabulary;縦横;length and width, vertical and horizontal;;;;;たてよこ, じゅうおう;34
v_支える;vocabulary;支える;to support;;;;;ささえる;8
v_尽きる;vocabulary;尽きる;to be exhausted, to be used up, to exhaust, to use up;;;;;つきる;48
v_乱暴;vocabulary;乱暴;violence;;;;;らんぼう;19
v_梅干;vocabulary;梅干;pickled plums, pickled ume, umeboshi;;;;;うめぼし;19
v_比べる;vocabulary;比べる;to compare;;;;;くらべる;19
v_比例;vocabulary;比例;proportion, ratio;;;;;ひれい;19
v_混ざる;vocabulary;混ざる;to get mixed, to be mixed, to be blended with;;;;;まざる;19
v_減る;vocabulary;減る;to be decreased, to get decreased, to decrease;;;;;へる;19
v_若々しい;vocabulary;若々しい;youthful;;;;;わかわかしい;19
v_歌詞;vocabulary;歌詞;song lyrics, lyrics;;;;;かし;19
v_財閥;vocabulary;財閥;plutocrats, financial clique, zaibatsu;;;;;ざいばつ;19
v_磁石;vocabulary;磁石;magnet, a magnet;;;;;じしゃく;34
v_顧みる;vocabulary;顧みる;to look back on, to reflect on;;;;;かえりみる;40
v_慰める;vocabulary;慰める;to console;;;;;なぐさめる;43
v_水泡;vocabulary;水泡;foam, bubble;;;;;すいほう;46
v_班長;vocabulary;班長;squad leader, honcho, team leader, group leader;;;;;はんちょう;48
v_倒れる;vocabulary;倒れる;to get knocked over, to get knocked down, to collapse;;;;;たおれる;22
v_貸し切り;vocabulary;貸し切り;reserved, reservation;;;;;かしきり;27
v_連続;vocabulary;連続;a series, series;;;;;れんぞく;19
v_大きい順;vocabulary;大きい順;decreasing order, descending order, largest first;;;;;おおきいじゅん;19
v_紅茶;vocabulary;紅茶;black tea;;;;;こうちゃ;34
v_指揮;vocabulary;指揮;command, lead;;;;;しき;34
v_勤める;vocabulary;勤める;to be employed at, to work for;;;;;つとめる;34
v_回顧録;vocabulary;回顧録;memoirs, reminiscences;;;;;かいころく;40
v_唱える;vocabulary;唱える;to chant;;;;;となえる;40
v_懇話;vocabulary;懇話;friendly chat, friendly talk;;;;;こんわ;43
v_努力;vocabulary;努力;great effort, exertion, grueling effort;;;;;どりょく;11
v_斜面;vocabulary;斜面;slant, slope;;;;;しゃめん;48
v_五十音順;vocabulary;五十音順;aiueo order, in aiueo order;;;;;ごじゅうおんじゅん;19
v_余計;vocabulary;余計;unneeded, more than enough, too much, excess, unnecessary;;;;;よけい;20
v_倒す;vocabulary;倒す;to knock over, to knock down, to bring down;;;;;たおす;20
v_不可分;vocabulary;不可分;indivisible;;;;;ふかぶん;20
v_圧力;vocabulary;圧力;pressure, stress;;;;;あつりょく;20
v_指圧;vocabulary;指圧;shiatsu, finger pressure;;;;;しあつ;20
v_夢;vocabulary;夢;dream;;;;;ゆめ;20
v_妻;vocabulary;妻;wife, my wife;;;;;つま;20
v_嫌い;vocabulary;嫌い;to dislike, to hate, dislike, hate;;;;;きらい;20
v_電子機器;vocabulary;電子機器;electronic equipment, electronics;;;;;でんしきき;20
v_災害;vocabulary;災害;natural disaster, disaster, accident;;;;;さいがい;20
v_震災;vocabulary;震災;earthquake disaster;;;;;しんさい;20
v_胸焼け;vocabulary;胸焼け;heartburn;;;;;むねやけ;20
v_論理;vocabulary;論理;logic;;;;;ろんり;20
v_放射;vocabulary;放射;radiation;;;;;ほうしゃ;34
v_駐車場;vocabulary;駐車場;parking lot;;;;;ちゅうしゃじょう;40
v_懲りる;vocabulary;懲りる;to learn by experience;;;;;こりる;43
v_共犯者;vocabulary;共犯者;accomplice;;;;;きょうはんしゃ;20
v_産む;vocabulary;産む;to give birth;;;;;うむ;20
v_穴子;vocabulary;穴子;conger eel, anago;;;;;あなご;20
v_犯罪;vocabulary;犯罪;crime;;;;;はんざい;20
v_摩擦;vocabulary;摩擦;friction;;;;;まさつ;43
v_拝む;vocabulary;拝む;to worship, to pray to;;;;;おがむ;34
v_駐留軍;vocabulary;駐留軍;stationed troops, occupying troops;;;;;ちゅうりゅうぐん;40
v_斜体;vocabulary;斜体;italics, italic font style;;;;;しゃたい;48
v_擦れる;vocabulary;擦れる;to chafe, to rub;;;;;すれる, こすれる;43
v_音訓;vocabulary;音訓;on'yomi and kun'yomi, chinese and japanese readings;;;;;おんくん;20
v_理論;vocabulary;理論;theory;;;;;りろん;20
v_不思議;vocabulary;不思議;wonder, mystery, marvel;;;;;ふしぎ;20
v_自薦;vocabulary;自薦;recommendation;;;;;じせん;34
v_駆ける;vocabulary;駆ける;to gallop, to drive, to spur on;;;;;かける;40
v_口癖;vocabulary;口癖;favorite phrase, catchphrase;;;;;くちぐせ;46
v_被る;vocabulary;被る;to put on a hat, to put on, to wear a hat, to wear, to put a hat on;;;;;かぶる;20
v_入学試験;vocabulary;入学試験;entrance exams, entrance examinations, admission test, admission exam, admission examination, entrance test;;;;;にゅうがくしけん;20
v_乱す;vocabulary;乱す;to put in disorder, to throw out of order;;;;;みだす;21
v_任意;vocabulary;任意;optional, voluntary;;;;;にんい;21
v_判子;vocabulary;判子;one's seal, seal, personal seal;;;;;はんこ;21
v_企てる;vocabulary;企てる;to plan, to scheme;;;;;くわだてる;21
v_参加する;vocabulary;参加する;to participate;;;;;さんかする;21
v_委員;vocabulary;委員;member of a committee, committee member;;;;;いいん;21
v_正義;vocabulary;正義;justice, righteousness;;;;;せいぎ;21
v_宇宙船;vocabulary;宇宙船;space ship, space shuttle, starship, star ship, ufo, spacecraft, space craft, flying saucer;;;;;うちゅうせん;21
v_履き物;vocabulary;履き物;footwear, shoes;;;;;はきもの;21
v_捕える;vocabulary;捕える;to grasp an idea, to grasp a concept, to catch the meaning, to seize, to catch;;;;;とらえる;27
v_歌唱;vocabulary;歌唱;singing, song;;;;;かしょう;40
v_旨;vocabulary;旨;gist, principle;;;;;むね;43
v_鍛錬;vocabulary;鍛錬;tempering, forging;;;;;たんれん;46
v_殴る;vocabulary;殴る;to punch, to strike, to hit;;;;;なぐる;48
v_出来る;vocabulary;出来る;to be able to do;;;;;できる;6
v_改まる;vocabulary;改まる;to be renewed, to be formal;;;;;あらたまる;19
v_無敵;vocabulary;無敵;unrivaled, invincible;;;;;むてき;21
v_沿う;vocabulary;沿う;to run alongside, to run parallel to;;;;;そう;34
v_腐食;vocabulary;腐食;corrosion;;;;;ふしょく;34
v_孝行;vocabulary;孝行;filial piety;;;;;こうこう;40
v_要旨;vocabulary;要旨;point, essentials;;;;;ようし;43
v_錬金術;vocabulary;錬金術;alchemy;;;;;れんきんじゅつ;46
v_殴り合い;vocabulary;殴り合い;fistfight, fist fight;;;;;なぐりあい;50
v_発音;vocabulary;発音;pronunciation;;;;;はつおん;9
v_済む;vocabulary;済む;to come to an end;;;;;すむ;21
v_反省;vocabulary;反省;reconsideration, reflection;;;;;はんせい;21
v_税金;vocabulary;税金;tax;;;;;ぜいきん;21
v_総合;vocabulary;総合;overall, comprehensive;;;;;そうごう;21
v_解ける;vocabulary;解ける;to become untied, to get untied, to come undone, to become undone;;;;;とける;21
v_設定する;vocabulary;設定する;to establish;;;;;せっていする;21
v_評価;vocabulary;評価;appraisal, verdict, valuation, assessment;;;;;ひょうか;22
v_認める;vocabulary;認める;to recognize, to perceive, to acknowledge;;;;;みとめる;21
v_確認;vocabulary;確認;confirmation, verification;;;;;かくにん;21
v_責任;vocabulary;責任;responsibility;;;;;せきにん;21
v_投資;vocabulary;投資;investment;;;;;とうし;21
v_食べる;vocabulary;食べる;to eat;;;;;たべる;6
v_価;vocabulary;価;value;;;;;あたい;22
v_電源;vocabulary;電源;power source, light socket;;;;;でんげん;34
v_物価;vocabulary;物価;prices;;;;;ぶっか;22
v_不孝;vocabulary;不孝;disobedience to parents, lack of filial piety;;;;;ふこう;40
v_親孝行;vocabulary;親孝行;filial piety;;;;;おやこうこう;42
v_安値;vocabulary;安値;low price, cheap price;;;;;やすね;22
v_副業;vocabulary;副業;side business;;;;;ふくぎょう;22
v_勢力;vocabulary;勢力;influence, force;;;;;せいりょく;22
v_各々;vocabulary;各々;each, every, respectively;;;;;おのおの;22
v_県営;vocabulary;県営;run by the prefecture, prefecture run;;;;;けんえい;22
v_案内;vocabulary;案内;guide;;;;;あんない;22
v_機会;vocabulary;機会;opportunity, chance;;;;;きかい;22
v_各〜;vocabulary;各〜;each, every, various;;;;;かく;22
v_赤ん坊;vocabulary;赤ん坊;baby;;;;;あかんぼう;22
v_領域;vocabulary;領域;domain, domain name;;;;;りょういき;22
v_嫌味;vocabulary;嫌味;hurtful words, hurtful speech, sarcasm, disagreeableness;;;;;いやみ;22
v_寝不足;vocabulary;寝不足;lack of sleep;;;;;ねぶそく;22
v_一応;vocabulary;一応;tentatively, for now;;;;;いちおう;22
v_反応;vocabulary;反応;a response, response, a reaction, reaction;;;;;はんのう, はんおう;22
v_応援;vocabulary;応援;aid, assistance, root for;;;;;おうえん;22
v_首になる;vocabulary;首になる;to get fired, to be fired;;;;;くびになる;6
v_有る;vocabulary;有る;to have, to exist;;;;;ある;6
v_状態;vocabulary;状態;condition, state;;;;;じょうたい;22
v_策;vocabulary;策;a plan, plan, scheme;;;;;さく;22
v_大統領;vocabulary;大統領;president;;;;;だいとうりょう;22
v_置く;vocabulary;置く;to put down, to set down, to place;;;;;おく;22
v_罰ゲーム;vocabulary;罰ゲーム;batsu game, penalty game;;;;;ばつげーむ, ばつゲーム;22
v_藤;vocabulary;藤;wisteria;;;;;ふじ;22
v_被害者;vocabulary;被害者;victim, victims;;;;;ひがいしゃ;22
v_観客;vocabulary;観客;audience, spectators;;;;;かんきゃく;22
v_乳首;vocabulary;乳首;nipple;;;;;ちくび;23
v_備える;vocabulary;備える;to provide, to furnish, to equip, to prepare for;;;;;そなえる;23
v_準備;vocabulary;準備;preparations;;;;;じゅんび;23
v_反則;vocabulary;反則;foul;;;;;はんそく;23
v_法則;vocabulary;法則;physical law, law;;;;;ほうそく;23
v_歌劇;vocabulary;歌劇;opera;;;;;かげき;34
v_承る;vocabulary;承る;to consent, to hear, to be informed, to listen to;;;;;うけたまわる;34
v_俊才;vocabulary;俊才;genius, person of exceptional talent, exceptionally talented person;;;;;しゅんさい;40
v_割る;vocabulary;割る;to divide;;;;;わる;23
v_増やす;vocabulary;増やす;to increase something, to increase;;;;;ふやす;23
v_住宅;vocabulary;住宅;dwelling, residence;;;;;じゅうたく;23
v_導く;vocabulary;導く;to lead, to guide;;;;;みちびく;23
v_教師;vocabulary;教師;teacher;;;;;きょうし;23
v_律動;vocabulary;律動;rhythm;;;;;りつどう;23
v_指導;vocabulary;指導;guidance;;;;;しどう;23
v_施設;vocabulary;施設;institution, facilities, facility, establishment;;;;;しせつ;23
v_選挙する;vocabulary;選挙する;to elect;;;;;せんきょする;23
v_断つ;vocabulary;断つ;to cut off;;;;;たつ;23
v_経済的;vocabulary;経済的;economic, financial, economical;;;;;けいざいてき;23
v_現場;vocabulary;現場;current location, current place, actual spot, present location;;;;;げんば;23
v_職場;vocabulary;職場;place of work, workplace, place of employment;;;;;しょくば;23
v_職員;vocabulary;職員;personnel, staff, employee;;;;;しょくいん;23
v_有職;vocabulary;有職;employed;;;;;ゆうしょく;23
v_辞職;vocabulary;辞職;resignation, quitting;;;;;じしょく;23
v_裁く;vocabulary;裁く;to judge;;;;;さばく;23
v_解く;vocabulary;解く;to untie, to untie something;;;;;とく;23
v_保護する;vocabulary;保護する;to conserve, to protect;;;;;ほごする;23
v_革;vocabulary;革;leather;;;;;かわ;23
v_鬼;vocabulary;鬼;demon, ogre;;;;;おに;23
v_営業中;vocabulary;営業中;open for business;;;;;えいぎょうちゅう;24
v_営業する;vocabulary;営業する;to run a business, to manage a business;;;;;えいぎょうする;24
v_寝坊する;vocabulary;寝坊する;to oversleep;;;;;ねぼうする;24
v_型;vocabulary;型;model, type;;;;;かた;24
v_時差;vocabulary;時差;time difference;;;;;じさ;24
v_都庁;vocabulary;都庁;metropolitan government, metro government;;;;;とちょう;24
v_穂;vocabulary;穂;head of plant, ear of plant;;;;;ほ;46
v_一層;vocabulary;一層;much more, all the more;;;;;いっそう;24
v_刻む;vocabulary;刻む;to carve, to cut up;;;;;きざむ;34
v_巡る;vocabulary;巡る;to go around, to return;;;;;めぐる;40
v_柔らかい;vocabulary;柔らかい;gentle, flexible, soft, tender;;;;;やわらかい;43
v_帝政;vocabulary;帝政;imperial government, imperialism;;;;;ていせい;46
v_収穫;vocabulary;収穫;harvest, crop;;;;;しゅうかく;48
v_自動販売機;vocabulary;自動販売機;vending machine;;;;;じどうはんばいき;24
v_駄目;vocabulary;駄目;not good, hopeless, cannot, not allowed;;;;;だめ;50
v_瞬間;vocabulary;瞬間;an instant, instant;;;;;しゅんかん;46
v_担ぐ;vocabulary;担ぐ;to carry;;;;;かつぐ;24
v_武器;vocabulary;武器;weapon;;;;;ぶき;24
v_時刻表;vocabulary;時刻表;timetable, schedule;;;;;じこくひょう;34
v_深刻;vocabulary;深刻;serious, grave;;;;;しんこく;34
v_巡査;vocabulary;巡査;police, policeman;;;;;じゅんさ;40
v_捕獲;vocabulary;捕獲;capture, seizure;;;;;ほかく;40
v_名誉;vocabulary;名誉;honor, prestige, honour;;;;;めいよ;40
v_沈む;vocabulary;沈む;to sink;;;;;しずむ;43
v_団扇;vocabulary;団扇;fan;;;;;うちわ;49
v_歩く;vocabulary;歩く;to walk;;;;;あるく;6
v_集金;vocabulary;集金;collecting money, money collection;;;;;しゅうきん;10
v_訓戒;vocabulary;訓戒;warning, admonition;;;;;くんかい;40
v_沈黙;vocabulary;沈黙;silence, hush, awkward silence;;;;;ちんもく;46
v_誇大;vocabulary;誇大;exaggeration, hyperbole;;;;;こだい;46
v_駒;vocabulary;駒;chess piece, shogi piece;;;;;こま;49
v_狭い;vocabulary;狭い;narrow;;;;;せまい;24
v_購買;vocabulary;購買;purchasing;;;;;こうばい;30
v_川柳;vocabulary;川柳;comic haiku;;;;;せんりゅう;47
v_祝う;vocabulary;祝う;to celebrate;;;;;いわう;24
v_紹介する;vocabulary;紹介する;to introduce;;;;;しょうかいする;37
v_排出;vocabulary;排出;emission;;;;;はいしゅつ;40
v_透ける;vocabulary;透ける;to be transparent, to be see through;;;;;すける;40
v_琴;vocabulary;琴;koto, japanese harp, harp;;;;;こと;43
v_誇る;vocabulary;誇る;to be proud of, to boast of;;;;;ほこる;46
v_阻む;vocabulary;阻む;to thwart, to hamper, to prevent;;;;;はばむ;46
v_誓い;vocabulary;誓い;vow, oath;;;;;ちかい;49
v_中指;vocabulary;中指;middle finger, second finger;;;;;なかゆび;11
v_祝日;vocabulary;祝日;holiday;;;;;しゅくじつ;24
v_携帯ストラップ;vocabulary;携帯ストラップ;cell phone strap, mobile phone strap;;;;;けいたいストラップ, けいたいすとらっぷ;44
v_阻止;vocabulary;阻止;obstruction, hinderance;;;;;そし;46
v_大丈夫;vocabulary;大丈夫;safe, all right, okay;;;;;だいじょうぶ;18
v_敏感;vocabulary;敏感;sensitivity, sensitive to, sensibility;;;;;びんかん;40
v_年輩;vocabulary;年輩;elderly person, old person, elderly;;;;;ねんぱい;25
v_女の人;vocabulary;女の人;woman;;;;;おんなのひと;3
v_宣言する;vocabulary;宣言する;to proclaim;;;;;せんげんする;35
v_対策;vocabulary;対策;counter plan, counter measure;;;;;たいさく;24
v_管理;vocabulary;管理;management, administration;;;;;かんり;24
v_規準;vocabulary;規準;standard, criterion;;;;;きじゅん;24
v_初めて;vocabulary;初めて;for the first time, first time;;;;;はじめて;13
v_対象;vocabulary;対象;target, subject;;;;;たいしょう;24
v_現象;vocabulary;現象;phenomenon;;;;;げんしょう;24
v_裏切り者;vocabulary;裏切り者;traitor;;;;;うらぎりもの;35
v_アメリカ製;vocabulary;アメリカ製;made in america;;;;;あめりかせい, アメリカせい;24
v_触角;vocabulary;触角;antenna;;;;;しょっかく;24
v_限定;vocabulary;限定;limit;;;;;げんてい;25
v_載る;vocabulary;載る;to be published, to be reported, to be printed;;;;;のる;24
v_輸血;vocabulary;輸血;blood transfusion;;;;;ゆけつ;24
v_上述;vocabulary;上述;above mentioned, the above mentioned;;;;;じょうじゅつ;24
v_述べる;vocabulary;述べる;to mention, to state, to explain;;;;;のべる;24
v_違い;vocabulary;違い;difference;;;;;ちがい;24
v_半額;vocabulary;半額;half price;;;;;はんがく;24
v_定額;vocabulary;定額;fixed amount, fixed sum, flat rate, ration;;;;;ていがく;24
v_与える;vocabulary;与える;to give, to grant;;;;;あたえる;25
v_所属;vocabulary;所属;attached to, belong to;;;;;しょぞく;25
v_巻く;vocabulary;巻く;to roll, to roll up;;;;;まく;25
v_頑張る;vocabulary;頑張る;to persevere;;;;;がんばる;25
v_撮影;vocabulary;撮影;photoshoot, movie shoot, photographing, filming;;;;;さつえい;30
v_捕まる;vocabulary;捕まる;to be caught, to get caught;;;;;つかまる;25
v_捜査;vocabulary;捜査;criminal investigation;;;;;そうさ;25
v_景況;vocabulary;景況;business climate, economic climate, condition, the situation;;;;;けいきょう;25
v_足し算;vocabulary;足し算;addition;;;;;たしざん;10
v_替わる;vocabulary;替わる;to be replaced, to be substituted, to be switched;;;;;かわる;25
v_閉まる;vocabulary;閉まる;to be shut, to be closed;;;;;しまる;35
v_鋭い;vocabulary;鋭い;sharp;;;;;するどい;40
v_補う;vocabulary;補う;to supplement, to compensate for;;;;;おぎなう;25
v_土俵際;vocabulary;土俵際;edge of a sumo ring, sumo ring edge, edge, sumo ring;;;;;どひょうぎわ;48
v_喜劇;vocabulary;喜劇;comedy;;;;;きげき;34
v_文化;vocabulary;文化;culture;;;;;ぶんか;6
v_会議室;vocabulary;会議室;conference room, council room, meeting room;;;;;かいぎしつ;20
v_構う;vocabulary;構う;to care about, to mind;;;;;かまう;25
v_票;vocabulary;票;ballot, a vote, vote;;;;;ひょう;25
v_響く;vocabulary;響く;to echo, to reverberate, to resound;;;;;ひびく;25
v_否定する;vocabulary;否定する;to deny;;;;;ひていする;35
v_殿堂;vocabulary;殿堂;palace;;;;;でんどう;40
v_泊める;vocabulary;泊める;to let someone stay over, to let someone stay the night;;;;;とめる;44
v_綿;vocabulary;綿;cotton, cotton plant;;;;;わた, めん;46
v_礎;vocabulary;礎;foundation;;;;;いしずえ;49
v_敷金;vocabulary;敷金;security deposit;;;;;しききん;40
v_肥料;vocabulary;肥料;manure, fertilizer;;;;;ひりょう;25
v_屋敷;vocabulary;屋敷;residence, estate;;;;;やしき;40
v_滑り台;vocabulary;滑り台;playground slide, slide;;;;;すべりだい;44
v_架設;vocabulary;架設;construction, building;;;;;かせつ;46
v_基礎;vocabulary;基礎;foundation, fundamentals;;;;;きそ;49
v_利潤;vocabulary;利潤;profit, returns;;;;;りじゅん;49
v_同音異義語;vocabulary;同音異義語;homonym;;;;;どうおんいぎご;35
v_双眼鏡;vocabulary;双眼鏡;binoculars;;;;;そうがんきょう;42
v_猛〜;vocabulary;猛〜;fierce, energetic;;;;;もう;29
v_著作権;vocabulary;著作権;copyright;;;;;ちょさくけん;35
v_告訴;vocabulary;告訴;accusation, charge;;;;;こくそ;25
v_訴訟;vocabulary;訴訟;lawsuit, litigation;;;;;そしょう;25
v_逮捕;vocabulary;逮捕;arrest, capture;;;;;たいほ;25
v_影響;vocabulary;影響;influence;;;;;えいきょう;25
v_鮮やか;vocabulary;鮮やか;vivid, splendid;;;;;あざやか;25
v_再度;vocabulary;再度;twice, a second time, again;;;;;さいど;26
v_繁茂;vocabulary;繁茂;luxuriant growth;;;;;はんも;40
v_群れる;vocabulary;群れる;to flock, to crowd;;;;;むれる;41
v_再来週;vocabulary;再来週;week after next;;;;;さらいしゅう;26
v_刺激;vocabulary;刺激;stimulation;;;;;しげき;26
v_第一印象;vocabulary;第一印象;first impression;;;;;だいいちいんしょう;26
v_差別する;vocabulary;差別する;to discriminate;;;;;さべつする;26
v_創立;vocabulary;創立;establishment, founding;;;;;そうりつ;26
v_占い;vocabulary;占い;fortune telling;;;;;うらない;26
v_人差し指;vocabulary;人差し指;index finger, pointer finger;;;;;ひとさしゆび;26
v_我;vocabulary;我;i, me;;;;;われ;26
v_悩む;vocabulary;悩む;to worry, to be troubled;;;;;なやむ;27
v_振る;vocabulary;振る;to shake, to jolt;;;;;ふる;26
v_氏名;vocabulary;氏名;full name, first and last name;;;;;しめい;7
v_不振;vocabulary;不振;dullness, slump, stagnation;;;;;ふしん;26
v_直接;vocabulary;直接;direct;;;;;ちょくせつ;26
v_直接的;vocabulary;直接的;directly;;;;;ちょくせつてき;28
v_間接;vocabulary;間接;indirect;;;;;かんせつ;26
v_面接;vocabulary;面接;interview;;;;;めんせつ;26
v_株式市場;vocabulary;株式市場;stock market;;;;;かぶしきしじょう;26
v_河童;vocabulary;河童;kappa;;;;;かっぱ;26
v_気象庁;vocabulary;気象庁;weather agency, meteorological agency;;;;;きしょうちょう;26
v_自販機;vocabulary;自販機;vending machine;;;;;じはんき;26
