# WaniKani - Vocabulary
# Generated on August 13, 2016 15:54 PM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
v_催促する;vocabulary;催促する;to urge, to press for, to demand;;;;;さいそくする;31
v_性;vocabulary;性;gender, nature, sex;;;;;せい;14
v_悪い;vocabulary;悪い;bad, substandard;;;;;わるい;12
v_血族;vocabulary;血族;blood relative;;;;;けつぞく;12
v_本流;vocabulary;本流;mainstream;;;;;ほんりゅう;12
v_鳴る;vocabulary;鳴る;to ring;;;;;なる;12
v_尋問;vocabulary;尋問;questioning;;;;;じんもん;31
v_唇;vocabulary;唇;lips;;;;;くちびる;47
v_献金;vocabulary;献金;donation, offering;;;;;けんきん;36
v_原油;vocabulary;原油;crude oil;;;;;げんゆ;35
v_流行歌;vocabulary;流行歌;popular song;;;;;りゅうこうか;14
v_事情;vocabulary;事情;circumstances;;;;;じじょう;13
v_〜様;vocabulary;〜様;formal name ender, formal name title, sama, very formal name ender;;;;;さま;13
v_駅;vocabulary;駅;station, train station;;;;;えき;13
v_勤め;vocabulary;勤め;duties;;;;;つとめ;36
v_貿易;vocabulary;貿易;trade, commerce;;;;;ぼうえき;36
v_気温;vocabulary;気温;temperature;;;;;きおん;12
v_探究;vocabulary;探究;research;;;;;たんきゅう;31
v_催促;vocabulary;催促;urge, press for, demand;;;;;さいそく;29
v_二十歳;vocabulary;二十歳;twenty years old;;;;;はたち;46
v_映像;vocabulary;映像;reflection, image;;;;;えいぞう;13
v_妥協する;vocabulary;妥協する;to compromise;;;;;だきょうする;16
v_要求する;vocabulary;要求する;to demand;;;;;ようきゅうする;16
v_存じる;vocabulary;存じる;to know, to be aware of;;;;;ぞんじる;16
v_希望する;vocabulary;希望する;to request, to wish;;;;;きぼうする;16
v_笑う;vocabulary;笑う;to laugh;;;;;わらう;16
v_関する;vocabulary;関する;to be connected to, to be related;;;;;かんする;16
v_親;vocabulary;親;parent;;;;;おや;10
v_壊す;vocabulary;壊す;to break something, to break;;;;;こわす;29
v_甘く見る;vocabulary;甘く見る;to not take seriously, to take lightly;;;;;あまくみる;36
v_感じる;vocabulary;感じる;to feel;;;;;かんじる;13
v_殺す;vocabulary;殺す;to kill;;;;;ころす;13
v_芸術;vocabulary;芸術;art, the arts, fine art;;;;;げいじゅつ;14
v_非常;vocabulary;非常;emergency;;;;;ひじょう;17
v_寸暇;vocabulary;寸暇;moment's leisure, free minute;;;;;すんか;46
v_神風;vocabulary;神風;kamikaze, divine winds;;;;;かみかぜ;13
v_華やか;vocabulary;華やか;showy;;;;;はなやか;31
v_誤字;vocabulary;誤字;typo;;;;;ごじ;34
v_性愛;vocabulary;性愛;sexual love;;;;;せいあい;17
v_心理;vocabulary;心理;mental state, psychology;;;;;しんり;7
v_例えば;vocabulary;例えば;for example, for instance;;;;;たとえば;14
v_格好;vocabulary;格好;shape, form, posture;;;;;かっこう;14
v_不穏;vocabulary;不穏;unrest, turbulence;;;;;ふおん;46
v_工業;vocabulary;工業;industry;;;;;こうぎょう;10
v_怖がる;vocabulary;怖がる;to be scared, to be afraid of;;;;;こわがる;31
v_絞殺;vocabulary;絞殺;death by strangling, strangled to death, strangling;;;;;こうさつ;25
v_流行語;vocabulary;流行語;popular phrase, catchphrase;;;;;りゅうこうご;14
v_建築;vocabulary;建築;architecture, construction;;;;;けんちく;15
v_地震;vocabulary;地震;earthquake;;;;;じしん;20
v_技;vocabulary;技;technique, art;;;;;わざ;14
v_採用;vocabulary;採用;use, adoption, acceptance;;;;;さいよう;32
v_賛成;vocabulary;賛成;agreement, approval, support;;;;;さんせい;32
v_将来;vocabulary;将来;future;;;;;しょうらい;36
v_区分;vocabulary;区分;division, classification;;;;;くぶん;15
v_地区;vocabulary;地区;district, area, zone;;;;;ちく;15
v_真実;vocabulary;真実;truth, reality;;;;;しんじつ;16
v_経験者;vocabulary;経験者;experienced person;;;;;けいけんしゃ;20
v_震度;vocabulary;震度;earthquake intensity, earthquake magnitude, magnitude, earthquake scale;;;;;しんど;20
v_じゃが芋;vocabulary;じゃが芋;white potato, irish potato;;;;;じゃがいも;34
v_一般;vocabulary;一般;general, common;;;;;いっぱん;36
v_尊い;vocabulary;尊い;revered, noble, precious;;;;;とうとい;33
v_雇用;vocabulary;雇用;employment;;;;;こよう;39
v_方法;vocabulary;方法;method, way;;;;;ほうほう;15
v_兵器;vocabulary;兵器;arms, weapons;;;;;へいき;17
v_悪因悪果;vocabulary;悪因悪果;evil breeds evil, evil begets evil;;;;;あくいんあっか;17
v_幻想;vocabulary;幻想;fantasy, illusion;;;;;げんそう;17
v_水害;vocabulary;水害;flood damage, water damage;;;;;すいがい;20
v_無害;vocabulary;無害;harmless;;;;;むがい;20
v_穴;vocabulary;穴;hole;;;;;あな;20
v_官金;vocabulary;官金;government funds, government money;;;;;かんきん;17
v_発泡;vocabulary;発泡;foaming;;;;;はっぽう;46
v_表情;vocabulary;表情;facial expression;;;;;ひょうじょう;13
v_指先;vocabulary;指先;fingertip;;;;;ゆびさき;11
v_栄光;vocabulary;栄光;glory;;;;;えいこう;17
v_説明;vocabulary;説明;explanation;;;;;せつめい;17
v_薬物;vocabulary;薬物;medicines, drugs;;;;;やくぶつ;17
v_弓道;vocabulary;弓道;archery, kyudo, kyuudou;;;;;きゅうどう;18
v_火災;vocabulary;火災;fire disaster;;;;;かさい;20
v_沖合;vocabulary;沖合;open sea;;;;;おきあい;36
v_君主国;vocabulary;君主国;monarchy;;;;;くんしゅこく;8
v_血液;vocabulary;血液;blood;;;;;けつえき;32
v_劇団;vocabulary;劇団;drama troupe;;;;;げきだん;34
v_梅酒;vocabulary;梅酒;ume wine, plum wine, plum liquor, umeshu;;;;;うめしゅ;17
v_無知;vocabulary;無知;ignorance;;;;;むち;17
v_小説;vocabulary;小説;novel;;;;;しょうせつ;17
v_知識;vocabulary;知識;knowledge, information;;;;;ちしき;17
v_訓読み;vocabulary;訓読み;kun'yomi, kun reading, japanese reading;;;;;くんよみ;18
v_忘れ物;vocabulary;忘れ物;forgotten item, something forgotten, forgotten thing, lost property;;;;;わすれもの;20
v_正確;vocabulary;正確;accurate, precise, exact;;;;;せいかく;20
v_凍死;vocabulary;凍死;freeze to death;;;;;とうし;28
v_夫妻;vocabulary;夫妻;husband and wife;;;;;ふさい;20
v_将軍;vocabulary;将軍;shogun, general, commander, shougun;;;;;しょうぐん;36
v_湯;vocabulary;湯;hot water;;;;;ゆ;12
v_原作;vocabulary;原作;original work;;;;;げんさく;17
v_察知;vocabulary;察知;inference, infer, sense;;;;;さっち;17
v_空席;vocabulary;空席;open seat, empty seat, free seat;;;;;くうせき;17
v_恋愛;vocabulary;恋愛;love;;;;;れんあい;17
v_交渉;vocabulary;交渉;negotiation;;;;;こうしょう;17
v_無力;vocabulary;無力;powerless, powerlessness, helplessness;;;;;むりょく;17
v_存在;vocabulary;存在;existence;;;;;そんざい;20
v_稲穂;vocabulary;稲穂;head of rice, ear of rice;;;;;いなほ;46
v_動き;vocabulary;動き;movement, activity, trend, development, change;;;;;うごき;14
v_右側;vocabulary;右側;right side;;;;;みぎがわ;17
v_塩水;vocabulary;塩水;salt water;;;;;しおみず;17
v_自愛;vocabulary;自愛;self love, selfishness;;;;;じあい;17
v_薬方;vocabulary;薬方;prescription;;;;;やくほう;17
v_警察;vocabulary;警察;police;;;;;けいさつ;17
v_機械;vocabulary;機械;machine, mechanism;;;;;きかい;20
v_後ろ盾;vocabulary;後ろ盾;backing, support, backer, supporter;;;;;うしろだて;48
v_構える;vocabulary;構える;to assume a stance, to get ready to fight;;;;;かまえる;29
v_衛星;vocabulary;衛星;satellite;;;;;えいせい;32
v_西側;vocabulary;西側;west side;;;;;にしがわ;17
v_感覚;vocabulary;感覚;senses, the senses;;;;;かんかく;17
v_煙い;vocabulary;煙い;smoky;;;;;けむい;20
v_産業;vocabulary;産業;industry, heavy industry;;;;;さんぎょう;22
v_病棟;vocabulary;病棟;hospital ward;;;;;びょうとう;46
v_幽閉;vocabulary;幽閉;confinement, imprisonment;;;;;ゆうへい;46
v_畳;vocabulary;畳;tatami mat, tatami;;;;;たたみ;47
v_軍;vocabulary;軍;army, troops, force;;;;;ぐん;15
v_宗派;vocabulary;宗派;sect, denomination;;;;;しゅうは;29
v_復旧;vocabulary;復旧;restoration, recovery;;;;;ふっきゅう;36
v_察する;vocabulary;察する;to guess, to sense, to presume;;;;;さっする;17
v_梅;vocabulary;梅;ume, japanese plum;;;;;うめ;17
v_地価;vocabulary;地価;land value;;;;;ちか;22
v_笑い;vocabulary;笑い;a laugh, laugh;;;;;わらい;18
v_姿勢;vocabulary;姿勢;posture;;;;;しせい;22
v_各自;vocabulary;各自;each person, individual;;;;;かくじ;22
v_私営;vocabulary;私営;private, privately run, run privately;;;;;しえい;22
v_坊さん;vocabulary;坊さん;monk;;;;;ぼうさん;22
v_凍結;vocabulary;凍結;freeze;;;;;とうけつ;28
v_集中;vocabulary;集中;concentration;;;;;しゅうちゅう;10
v_主将;vocabulary;主将;commander, commander in chief, team captain;;;;;しゅしょう;36
v_脳死;vocabulary;脳死;brain death, brain dead;;;;;のうし;18
v_弓;vocabulary;弓;bow;;;;;ゆみ;18
v_洗車;vocabulary;洗車;car wash;;;;;せんしゃ;18
v_提案;vocabulary;提案;proposition, proposal;;;;;ていあん;22
v_政策;vocabulary;政策;policy, a policy;;;;;せいさく;22
v_罰する;vocabulary;罰する;to punish, to penalize;;;;;ばっする;22
v_連盟;vocabulary;連盟;league, federation;;;;;れんめい;36
v_核実験;vocabulary;核実験;nuclear test, nuclear bomb test, nuclear testing;;;;;かくじっけん;36
v_丈;vocabulary;丈;height, only, just;;;;;たけ, だけ;15
v_借用;vocabulary;借用;borrowing, loan;;;;;しゃくよう;18
v_脳;vocabulary;脳;brain;;;;;のう;18
v_脳みそ;vocabulary;脳みそ;brains, gray matter;;;;;のうみそ;18
v_洗脳;vocabulary;洗脳;brainwashing;;;;;せんのう;18
v_応じる;vocabulary;応じる;to respond;;;;;おうじる;22
v_統合;vocabulary;統合;unification, integration;;;;;とうごう;22
v_大概;vocabulary;大概;in general, mainly, mostly;;;;;たいがい;49
v_熟語;vocabulary;熟語;compound word, compound kanji, jukugo;;;;;じゅくご;33
v_本能;vocabulary;本能;instinct;;;;;ほんのう;14
v_不法;vocabulary;不法;illegal, unlawful;;;;;ふほう;15
v_上品;vocabulary;上品;elegant;;;;;じょうひん;18
v_分類;vocabulary;分類;classification;;;;;ぶんるい;18
v_資本;vocabulary;資本;funds, capital;;;;;しほん;21
v_副題;vocabulary;副題;subtitle, subheading;;;;;ふくだい;22
v_態度;vocabulary;態度;attitude, manner, behavior;;;;;たいど;22
v_停止;vocabulary;停止;stoppage, suspension;;;;;ていし;23
v_利息;vocabulary;利息;interest;;;;;りそく;12
v_生存;vocabulary;生存;existence, life, survival;;;;;せいぞん;16
v_等号;vocabulary;等号;equal sign, equals sign;;;;;とうごう;18
v_吾輩;vocabulary;吾輩;i, me, myself;;;;;わがはい;46
v_会社;vocabulary;会社;company, corporation, the office;;;;;かいしゃ;5
v_急ぐ;vocabulary;急ぐ;to hurry;;;;;いそぐ;16
v_借金;vocabulary;借金;debt;;;;;しゃっきん;18
v_前景;vocabulary;前景;foreground;;;;;ぜんけい;25
v_定量;vocabulary;定量;fixed quantity, measurement, fixed amount, set quantity, set amount;;;;;ていりょう;24
v_浜;vocabulary;浜;beach;;;;;はま;28
v_有益;vocabulary;有益;beneficial;;;;;ゆうえき;28
v_暮らす;vocabulary;暮らす;to live, to live one's life;;;;;くらす;33
v_楽しむ;vocabulary;楽しむ;to enjoy, to enjoy oneself, to have fun;;;;;たのしむ;10
v_日本語;vocabulary;日本語;japanese language, japanese;;;;;にほんご;10
v_年賀状;vocabulary;年賀状;new year's card, new year's greeting card;;;;;ねんがじょう;23
v_腕;vocabulary;腕;arm;;;;;うで;24
v_盟約;vocabulary;盟約;pledge, pact;;;;;めいやく;36
v_遺産;vocabulary;遺産;inheritance;;;;;いさん;36
v_〜畑;vocabulary;〜畑;field, crop;;;;;はたけ, はた;41
v_富む;vocabulary;富む;to be rich, to be wealthy;;;;;とむ;31
v_昨年;vocabulary;昨年;last year;;;;;さくねん;15
v_薦め;vocabulary;薦め;recommendation, advice;;;;;すすめ;36
v_和食;vocabulary;和食;japanese style food, japanese food;;;;;わしょく;9
v_書き入れる;vocabulary;書き入れる;to write in, to fill in;;;;;かきいれる;18
v_体験;vocabulary;体験;experience;;;;;たいけん;18
v_年額;vocabulary;年額;annual amount, yearly amount;;;;;ねんがく;24
v_歓迎;vocabulary;歓迎;a welcome, welcome;;;;;かんげい;34
v_憎らしい;vocabulary;憎らしい;hateful;;;;;にくらしい;49
v_異性;vocabulary;異性;opposite sex, opposite gender;;;;;いせい;33
v_胴体;vocabulary;胴体;body, trunk, torso;;;;;どうたい;47
v_作り方;vocabulary;作り方;how to make, way to make, way of making;;;;;つくりかた;7
v_作家;vocabulary;作家;author, writer, novelist;;;;;さっか;7
v_五枚;vocabulary;五枚;five flat objects, five sheets;;;;;ごまい;18
v_在外;vocabulary;在外;overseas, abroad;;;;;ざいがい;20
v_医師;vocabulary;医師;doctor;;;;;いし;23
v_曲;vocabulary;曲;tune, piece of music, song, melody;;;;;きょく;6
v_資格;vocabulary;資格;qualifications, capabilities, requirements;;;;;しかく;21
v_美術館;vocabulary;美術館;museum, art museum, art gallery;;;;;びじゅつかん;16
v_兵;vocabulary;兵;soldier, army, troops;;;;;へい;17
v_歌舞伎;vocabulary;歌舞伎;kabuki;;;;;かぶき;36
v_決心;vocabulary;決心;determination, resolution, conviction;;;;;けっしん;8
v_毎度;vocabulary;毎度;each time, frequently, every time;;;;;まいど;9
v_機嫌;vocabulary;機嫌;mood;;;;;きげん;20
v_任務;vocabulary;任務;duty, task;;;;;にんむ;21
v_規則;vocabulary;規則;rule, regulation;;;;;きそく;23
v_再来年;vocabulary;再来年;year after next;;;;;さらいねん;26
v_急;vocabulary;急;urgent, sudden, abrupt;;;;;きゅう;16
v_小豆;vocabulary;小豆;azuki beans, adzuki beans;;;;;あずき;34
v_市営;vocabulary;市営;run by the city, city run;;;;;しえい;22
v_甘い;vocabulary;甘い;sweet;;;;;あまい;36
v_核;vocabulary;核;nucleus;;;;;かく;36
v_暑い;vocabulary;暑い;hot weather, hot;;;;;あつい;12
v_開業;vocabulary;開業;opening a business, opening of business, starting a business;;;;;かいぎょう;10
v_比率;vocabulary;比率;percentage, ratio;;;;;ひりつ;20
v_優勝;vocabulary;優勝;championship, victory;;;;;ゆうしょう;23
v_無職;vocabulary;無職;unemployment;;;;;むしょく;23
v_宅;vocabulary;宅;home, house;;;;;たく;23
v_早退;vocabulary;早退;leave early;;;;;そうたい;27
v_爪;vocabulary;爪;claw, nail, talon, hoof;;;;;つめ;34
v_劣等感;vocabulary;劣等感;inferiority complex;;;;;れっとうかん;49
v_お土産;vocabulary;お土産;souvenir, present;;;;;おみやげ;22
v_小指;vocabulary;小指;little finger, pinky finger, pinky;;;;;こゆび;11
v_一個;vocabulary;一個;one small thing, one thing, one small object, one object;;;;;いっこ;20
v_悪夢;vocabulary;悪夢;nightmare, bad dream;;;;;あくむ;20
v_災難;vocabulary;災難;misfortune, calamity, disaster;;;;;さいなん;20
v_機;vocabulary;機;machine, chance, opportunity;;;;;き;20
v_感謝;vocabulary;感謝;thanks, gratitude;;;;;かんしゃ;13
v_冷静;vocabulary;冷静;cool headed;;;;;れいせい;28
v_聖日;vocabulary;聖日;holy day;;;;;せいじつ;34
v_沿海;vocabulary;沿海;coastal waters, coast;;;;;えんかい;34
v_国債;vocabulary;国債;national debt, bonds;;;;;こくさい;36
v_悪女;vocabulary;悪女;evil woman, wicked woman, bad woman;;;;;あくじょ;12
v_期待;vocabulary;期待;expectation, expect, anticipate;;;;;きたい;12
v_危険;vocabulary;危険;risky, unsafe, dangerous, danger, peril, hazard;;;;;きけん;16
v_汽笛;vocabulary;汽笛;steam whistle;;;;;きてき;19
v_手洗い;vocabulary;手洗い;hand washing, bathroom, restroom, lavatory, washing the hands;;;;;てあらい;20
v_宴;vocabulary;宴;banquet, dinner party, party, feast;;;;;うたげ;29
v_水曜日;vocabulary;水曜日;wednesday;;;;;すいようび;18
v_祭;vocabulary;祭;festival;;;;;まつり;12
v_取り出す;vocabulary;取り出す;to pick out, to take out, to retrieve;;;;;とりだす;18
v_不可欠;vocabulary;不可欠;indispensable, essential;;;;;ふかけつ;18
v_日曜日;vocabulary;日曜日;sunday;;;;;にちようび;18
v_汽船;vocabulary;汽船;steam ship, steam boat;;;;;きせん;18
v_不等;vocabulary;不等;inequality, disparity;;;;;ふとう;18
v_幹;vocabulary;幹;tree trunk;;;;;みき;23
v_比較する;vocabulary;比較する;to compare;;;;;ひかくする;28
v_壊れる;vocabulary;壊れる;to be broken, to get broken;;;;;こわれる;31
v_静々;vocabulary;静々;quietly, calmly;;;;;しずしず;20
v_菜食;vocabulary;菜食;vegetarianism, vegetarian diet;;;;;さいしょく;31
v_個人;vocabulary;個人;personal, individual;;;;;こじん;20
v_個室;vocabulary;個室;private room, one's own room;;;;;こしつ;20
v_厚い;vocabulary;厚い;thick;;;;;あつい;20
v_自宅;vocabulary;自宅;one's home, one's own home;;;;;じたく;23
v_磁気;vocabulary;磁気;magnetism;;;;;じき;34
v_推薦;vocabulary;推薦;recommendation;;;;;すいせん;34
v_換える;vocabulary;換える;to exchange;;;;;かえる;36
v_霧;vocabulary;霧;fog, mist;;;;;きり;47
v_勝負;vocabulary;勝負;match, showdown, contest;;;;;しょうぶ;9
v_心配;vocabulary;心配;a worry, concern, anxiety, worry;;;;;しんぱい;10
v_継父;vocabulary;継父;step father;;;;;けいふ;36
v_養子;vocabulary;養子;adopted child, son in law;;;;;ようし;13
v_僧院;vocabulary;僧院;temple, monastery;;;;;そういん;18
v_喫煙;vocabulary;喫煙;smoking;;;;;きつえん;18
v_人種;vocabulary;人種;race of people, race;;;;;じんしゅ;18
v_公害;vocabulary;公害;pollution;;;;;こうがい;20
v_担当;vocabulary;担当;in charge;;;;;たんとう;24
v_兵隊;vocabulary;兵隊;soldier, sailor;;;;;へいたい;28
v_爪切り;vocabulary;爪切り;nail clipper;;;;;つめきり;34
v_仙人;vocabulary;仙人;hermit, mountain man;;;;;せんにん;39
v_忘れる;vocabulary;忘れる;to forget;;;;;わすれる;18
v_訓練;vocabulary;訓練;training;;;;;くんれん;18
v_可能;vocabulary;可能;possible;;;;;かのう;18
v_配達する;vocabulary;配達する;to deliver;;;;;はいたつする;18
v_静止;vocabulary;静止;still, standstill, at rest, stationary;;;;;せいし;18
v_一夫多妻;vocabulary;一夫多妻;polygamy;;;;;いっぷたさい;20
v_貼る;vocabulary;貼る;to paste, to stick;;;;;はる;48
v_形容詞;vocabulary;形容詞;adjective;;;;;けいようし;19
v_換気;vocabulary;換気;ventilation;;;;;かんき;36
v_詐欺師;vocabulary;詐欺師;swindler;;;;;さぎし;49
v_報じる;vocabulary;報じる;to report on;;;;;ほうじる;18
v_試みる;vocabulary;試みる;to try, to attempt;;;;;こころみる;18
v_加える;vocabulary;加える;to add;;;;;くわえる;19
v_確率;vocabulary;確率;probability;;;;;かくりつ;20
v_予防;vocabulary;予防;prevention, prevent;;;;;よぼう;20
v_仙台;vocabulary;仙台;sendai;;;;;せんだい;39
v_昇給;vocabulary;昇給;pay raise, salary raise, raise;;;;;しょうきゅう;27
v_周年;vocabulary;周年;anniversary;;;;;しゅうねん;14
v_行為;vocabulary;行為;deed;;;;;こうい;35
v_文句する;vocabulary;文句する;to complain;;;;;もんくする;20
v_内容;vocabulary;内容;contents;;;;;ないよう;19
v_対比;vocabulary;対比;contrast, comparison;;;;;たいひ;19
v_混乱;vocabulary;混乱;confusion;;;;;こんらん;19
v_実在;vocabulary;実在;reality, real existence;;;;;じつざい;20
v_犯す;vocabulary;犯す;to commit a crime, to perpetrate;;;;;おかす;20
v_余裕;vocabulary;余裕;surplus, leeway, room;;;;;よゆう;20
v_散る;vocabulary;散る;to be scattered, to get scattered, to scatter;;;;;ちる;31
v_変換;vocabulary;変換;conversion, change;;;;;へんかん;36
v_日焼け;vocabulary;日焼け;sunburn;;;;;ひやけ;18
v_非常に;vocabulary;非常に;very, extremely, exceedingly;;;;;ひじょうに;19
v_残余;vocabulary;残余;remainder, residual;;;;;ざんよ;20
v_妨げる;vocabulary;妨げる;to obstruct, to prevent, to hamper;;;;;さまたげる;20
v_経つ;vocabulary;経つ;to pass, to expire;;;;;たつ;20
v_込める;vocabulary;込める;to include;;;;;こめる;34
v_同期中;vocabulary;同期中;syncing, synchronizing;;;;;どうきちゅう;15
v_追い越す;vocabulary;追い越す;to overtake;;;;;おいこす;34
v_口紅;vocabulary;口紅;lipstick;;;;;くちべに;36
v_挙がる;vocabulary;挙がる;to rise;;;;;あがる;21
v_助詞;vocabulary;助詞;grammar particle, particle, postposition;;;;;じょし;19
v_妨害;vocabulary;妨害;obstruction, interference;;;;;ぼうがい;20
v_建設;vocabulary;建設;construction;;;;;けんせつ;21
v_境界;vocabulary;境界;boundary;;;;;きょうかい;24
v_血管;vocabulary;血管;blood vessel;;;;;けっかん;24
v_感心;vocabulary;感心;admiration;;;;;かんしん;13
v_腐る;vocabulary;腐る;to rot;;;;;くさる;34
v_原子力;vocabulary;原子力;nuclear power, nuclear energy, atomic power, atomic energy;;;;;げんしりょく;19
v_節句;vocabulary;節句;seasonal festival;;;;;せっく;19
v_名詞;vocabulary;名詞;noun;;;;;めいし;19
v_自動詞;vocabulary;自動詞;intransitive verb;;;;;じどうし;19
v_防水;vocabulary;防水;waterproof, watertight;;;;;ぼうすい;20
v_熊本県;vocabulary;熊本県;kumamoto prefecture;;;;;くまもとけん;35
v_抗体;vocabulary;抗体;antibody;;;;;こうたい;37
v_不健康;vocabulary;不健康;unhealthy, not healthy;;;;;ふけんこう;29
v_改正;vocabulary;改正;revision;;;;;かいせい;19
v_旧姓;vocabulary;旧姓;maiden name;;;;;きゅうせい;36
v_胸;vocabulary;胸;chest, breasts;;;;;むね;18
v_静か;vocabulary;静か;quiet;;;;;しずか;18
v_改善;vocabulary;改善;improvement, betterment;;;;;かいぜん;19
v_書評;vocabulary;書評;book review;;;;;しょひょう;21
v_実際;vocabulary;実際;actually, really;;;;;じっさい;21
v_可燃ゴミ;vocabulary;可燃ゴミ;burnable garbage, burnable trash;;;;;かねんごみ, かねんゴミ;24
v_奈良;vocabulary;奈良;nara;;;;;なら;36
v_包む;vocabulary;包む;to wrap;;;;;つつむ, くるむ;41
v_回転する;vocabulary;回転する;to rotate, to revolve;;;;;かいてんする;14
v_摘発する;vocabulary;摘発する;to unmask, to expose;;;;;てきはつする;36
v_詐取;vocabulary;詐取;exploitation, fraud, swindle;;;;;さしゅ;47
v_困る;vocabulary;困る;to be distressed, to be troubled;;;;;こまる;19
v_暴走;vocabulary;暴走;run wild, run out of control;;;;;ぼうそう;19
v_私財;vocabulary;私財;private funds, own funds, private property, personal funds;;;;;しざい;19
v_宇宙人;vocabulary;宇宙人;alien;;;;;うちゅうじん;21
v_親展;vocabulary;親展;confidential;;;;;しんてん;24
v_乾季;vocabulary;乾季;dry season;;;;;かんき;29
v_思い詰める;vocabulary;思い詰める;to think hard;;;;;おもいつめる;31
v_遅刻;vocabulary;遅刻;be late, be tardy, late, tardy;;;;;ちこく;35
v_財布;vocabulary;財布;wallet, purse, handbag;;;;;さいふ;19
v_暴力;vocabulary;暴力;violence, force;;;;;ぼうりょく;19
v_裕福;vocabulary;裕福;wealth;;;;;ゆうふく;20
v_動詞;vocabulary;動詞;verb;;;;;どうし;19
v_往復;vocabulary;往復;round trip;;;;;おうふく;26
v_津波;vocabulary;津波;tsunami, tidal wave;;;;;つなみ;36
v_闇;vocabulary;闇;darkness, the dark;;;;;やみ;48
v_輝き;vocabulary;輝き;radiance;;;;;かがやき;50
v_編集する;vocabulary;編集する;to edit;;;;;へんしゅうする;33
v_介入;vocabulary;介入;intervention;;;;;かいにゅう;35
v_医療;vocabulary;医療;medical treatment;;;;;いりょう;36
v_無限;vocabulary;無限;infinite, limitless;;;;;むげん;25
v_面倒;vocabulary;面倒;trouble, difficulty;;;;;めんどう;20
v_交差点;vocabulary;交差点;intersection;;;;;こうさてん;24
v_官庁;vocabulary;官庁;government office, government authorities, government agency;;;;;かんちょう;24
v_環境;vocabulary;環境;environment;;;;;かんきょう;24
v_象;vocabulary;象;elephant;;;;;ぞう;24
v_比較;vocabulary;比較;comparison;;;;;ひかく;26
v_汗;vocabulary;汗;sweat;;;;;あせ;26
v_移動;vocabulary;移動;movement, transfer, removal, migration;;;;;いどう;28
v_一人娘;vocabulary;一人娘;only daughter;;;;;ひとりむすめ;29
v_及第;vocabulary;及第;passing an exam, make the grade, passing the exam;;;;;きゅうだい;36
v_治療;vocabulary;治療;medical therapy, medical treatment;;;;;ちりょう;36
v_批判;vocabulary;批判;criticism;;;;;ひはん;21
v_定義;vocabulary;定義;definition;;;;;ていぎ;21
v_遠視;vocabulary;遠視;farsightedness, longsightedness;;;;;えんし;24
v_事故;vocabulary;事故;accident;;;;;じこ;26
v_汗臭い;vocabulary;汗臭い;sweaty smell, smell sweaty, sweaty stench;;;;;あせくさい;26
v_怪獣;vocabulary;怪獣;giant monster, kaiju;;;;;かいじゅう;26
v_信頼;vocabulary;信頼;reliance, trust;;;;;しんらい;36
v_山中湖;vocabulary;山中湖;lake yamanaka, yamanaka lake;;;;;やまなかこ;35
v_継ぐ;vocabulary;継ぐ;to inherit;;;;;つぐ;36
v_参加者;vocabulary;参加者;participant;;;;;さんかしゃ;21
v_選挙;vocabulary;選挙;election;;;;;せんきょ;21
v_審査;vocabulary;審査;examination, inspection;;;;;しんさ;21
v_続ける;vocabulary;続ける;to continue;;;;;つづける;21
v_手続き;vocabulary;手続き;procedure;;;;;てつづき;21
v_他動詞;vocabulary;他動詞;transitive verb;;;;;たどうし;21
v_河;vocabulary;河;river, suffix for rivers, river suffix;;;;;かわ;26
v_突然;vocabulary;突然;suddenly;;;;;とつぜん;26
v_維持;vocabulary;維持;maintenance, support;;;;;いじ;36
v_松葉;vocabulary;松葉;pine needle;;;;;まつば;14
v_減法;vocabulary;減法;subtraction;;;;;げんぽう;19
v_容疑者;vocabulary;容疑者;suspect;;;;;ようぎしゃ;21
v_減らす;vocabulary;減らす;to decrease, to decrease something;;;;;へらす;21
v_口笛;vocabulary;口笛;whistling;;;;;くちぶえ;21
v_挙げる;vocabulary;挙げる;to raise, to elevate, to bring up;;;;;あげる;23
v_法規;vocabulary;法規;laws, regulations;;;;;ほうき;24
v_大量;vocabulary;大量;large quantity, huge amount;;;;;たいりょう;24
v_豚肉;vocabulary;豚肉;pork, pig meat;;;;;ぶたにく;26
v_故障;vocabulary;故障;malfunction, out of order;;;;;こしょう;26
v_開閉;vocabulary;開閉;opening and closing, opening and shutting;;;;;かいへい;33
v_著作;vocabulary;著作;writing, authorship;;;;;ちょさく;33
v_批判する;vocabulary;批判する;to criticize;;;;;ひはんする;23
v_費用;vocabulary;費用;expenses, cost;;;;;ひよう;22
v_〜層;vocabulary;〜層;layer of, layer;;;;;そう;24
v_限界;vocabulary;限界;limit, boundary;;;;;げんかい;25
v_講義;vocabulary;講義;lecture;;;;;こうぎ;35
v_廃止;vocabulary;廃止;abolition, abolishment;;;;;はいし;36
v_朝霧;vocabulary;朝霧;morning fog;;;;;あさぎり;47
v_恐怖;vocabulary;恐怖;terror, fear;;;;;きょうふ;29
v_幕;vocabulary;幕;curtain;;;;;まく;34
v_花柳;vocabulary;花柳;red light district;;;;;かりゅう;47
v_議会;vocabulary;議会;diet, the diet, congress, parliament;;;;;ぎかい;20
